Date,Open,High,Low,Close,Adj Close,Volume
2013-10-01,18.980000,19.850000,18.980000,19.690001,18.562580,7630300
2013-10-02,20.000000,20.100000,19.740000,19.840000,18.703995,5555100
2013-10-03,20.000000,20.500000,19.670000,20.480000,19.307348,7886500
2013-10-04,20.309999,20.750000,20.309999,20.530001,19.354485,6492900
2013-10-07,20.410000,20.770000,20.299999,20.389999,19.222498,3837200
2013-10-08,20.320000,20.430000,19.920000,20.020000,18.873684,4188900
2013-10-09,20.080000,20.270000,19.770000,20.059999,18.911392,3358000
2013-10-10,20.350000,20.650000,20.270000,20.500000,19.326199,3372000
2013-10-11,20.500000,20.730000,20.420000,20.719999,19.533602,3503300
2013-10-14,20.520000,20.670000,20.260000,20.580000,19.401617,3066400
2013-10-15,20.639999,20.830000,20.320000,20.500000,19.326199,3089000
2013-10-16,20.570000,20.730000,20.450001,20.620001,19.439329,3478800
2013-10-17,20.719999,21.059999,20.639999,21.000000,19.797569,4487000
2013-10-18,21.230000,21.350000,20.820000,21.139999,19.929556,3676600
2013-10-21,21.230000,21.340000,21.070000,21.219999,20.004974,2104100
2013-10-22,21.530001,21.990000,21.340000,21.950001,20.693174,5208400
2013-10-23,21.820000,22.090000,21.309999,21.400000,20.174665,5540000
2013-10-24,22.080000,23.160000,21.820000,22.670000,21.371946,9779400
2013-10-25,22.760000,23.080000,21.650000,22.150000,20.881725,9907100
2013-10-28,22.240000,22.629999,21.879999,22.010000,20.749737,4642800
2013-10-29,22.760000,22.790001,22.070000,22.370001,21.089130,5769000
2013-10-30,22.379999,22.990000,21.820000,22.580000,21.287102,13157000
2013-10-31,22.600000,22.860001,21.969999,21.969999,20.712034,6029300
2013-11-01,22.040001,22.469999,21.600000,22.440001,21.155117,7190700
2013-11-04,22.600000,23.900000,22.570000,22.709999,21.409657,19962000
2013-11-05,22.750000,22.879999,22.330000,22.680000,21.381376,7127300
2013-11-06,23.260000,23.260000,21.900000,22.400000,21.117407,8827100
2013-11-07,22.530001,22.790001,21.950001,22.080000,20.815729,6393200
2013-11-08,22.160000,23.230000,22.120001,23.209999,21.881029,8462000
2013-11-11,23.250000,23.450001,23.059999,23.270000,21.937593,3508100
2013-11-12,23.260000,25.490000,22.500000,23.520000,22.173277,40091800
2013-11-13,24.219999,24.299999,23.129999,23.309999,21.975306,20087200
2013-11-14,23.790001,23.799999,23.379999,23.660000,22.305265,12641900
2013-11-15,23.730000,24.049999,23.320000,23.889999,22.522089,13660700
2013-11-18,24.219999,24.809999,24.040001,24.400000,23.002892,10080800
2013-11-19,24.549999,24.799999,24.080000,24.230000,22.842628,14087400
2013-11-20,24.290001,24.420000,23.910000,24.059999,22.682358,11182500
2013-11-21,24.070000,24.240000,23.780001,23.990000,22.616365,9920500
2013-11-22,24.200001,24.559999,23.900000,24.270000,22.880337,12430500
2013-11-25,24.450001,24.530001,24.000000,24.240000,22.852049,9436600
2013-11-26,24.170000,24.240000,23.700001,23.809999,22.446672,10785200
2013-11-27,23.920000,24.180000,23.629999,23.980000,22.606943,14261600
2013-11-29,24.120001,24.180000,23.450001,23.480000,22.135569,4922900
2013-12-02,23.549999,23.620001,23.010000,23.040001,21.720766,9149800
2013-12-03,22.990000,22.990000,22.010000,22.389999,21.107983,17623800
2013-12-04,22.379999,22.430000,21.690001,21.870001,20.617758,16670300
2013-12-05,22.270000,22.620001,21.450001,22.350000,21.070271,30725800
2013-12-06,22.719999,22.879999,22.129999,22.549999,21.258820,28364700
2013-12-09,23.950001,25.440001,23.450001,24.600000,23.191442,43197300
2013-12-10,24.540001,25.170000,24.410000,24.879999,23.455406,18660600
2013-12-11,25.440001,27.200001,25.370001,25.990000,24.501850,38843400
2013-12-12,26.200001,26.709999,25.450001,25.450001,23.992767,19981800
2013-12-13,25.610001,26.299999,25.520000,26.230000,24.728104,12189900
2013-12-16,26.629999,26.770000,26.350000,26.610001,25.086351,13181300
2013-12-17,26.469999,26.590000,25.950001,26.100000,24.605545,11413200
2013-12-18,25.990000,26.230000,25.549999,26.230000,24.728104,9993900
2013-12-19,26.090000,26.490000,25.820000,26.120001,24.624409,6908800
2013-12-20,26.160000,26.490000,26.139999,26.330000,24.822380,8527700
2013-12-23,26.290001,26.490000,26.049999,26.180000,24.680973,5401100
